,track,artist,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top100,top10,1,2,3,4,5,6,7,8,9,10,11
600,Needed Me,Rihanna,0.6709999999999999,0.314,-8.091000000000001,0,0.244,0.11,0.0,0.0825,0.29600000000000004,111,191600,0,0,0,0,0,0,1,0,0,0,0,0,0
601,Car Radio,Twenty One Pilots,0.7659999999999999,0.519,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,130,267720,0,0,0,0,0,0,0,0,0,0,1,0,0
602,Ride,Twenty One Pilots,0.645,0.713,-5.355,1,0.0393,0.00835,0.0,0.113,0.5660000000000001,75,214507,0,0,0,0,0,0,0,1,0,0,0,0,0
603,Hollaback Girl,Gwen Stefani,0.9259999999999999,0.9159999999999999,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110,199853,0,0,0,0,0,0,0,0,0,0,0,1,0
604,Call Me Maybe,Carly Rae Jepsen,0.7829999999999999,0.58,-6.547999999999999,1,0.0408,0.0114,2.28e-06,0.10800000000000001,0.66,120,193400,0,0,0,0,0,0,0,0,1,0,0,0,0
605,We Are Young ,fun.,0.37799999999999995,0.638,-5.5760000000000005,1,0.075,0.02,7.659999999999999e-05,0.0849,0.735,184,250627,0,0,0,0,0,0,0,0,0,0,0,1,0
606,Stronger ,Kelly Clarkson,0.562,0.9390000000000001,-4.282,1,0.0475,0.046,0.0,0.11199999999999999,0.684,116,221947,0,0,0,0,0,0,0,0,0,0,0,0,0
607,What Makes You Beautiful,One Direction,0.726,0.787,-2.494,1,0.0737,0.009000000000000001,0.0,0.0596,0.888,125,199987,0,0,0,0,0,1,0,0,0,0,0,0,0
608,Some Nights,fun.,0.672,0.738,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,108,277040,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Wide Awake,Katy Perry,0.514,0.6829999999999999,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,160,220947,0,0,0,0,0,0,1,0,0,0,0,0,0
610,One More Night,Maroon 5,0.718,0.82,-3.4530000000000003,0,0.0323,0.0444,0.0,0.0846,0.613,93,219467,0,0,0,0,0,0,1,0,0,0,0,0,0
611,Drive By,Train,0.765,0.8370000000000001,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122,195973,0,0,1,0,0,0,0,0,0,0,0,0,0
612,Where Have You Been,Rihanna,0.7190000000000001,0.847,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,128,242680,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Everybody Talks,Neon Trees,0.47100000000000003,0.924,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,155,177280,0,0,0,0,0,0,0,0,0,1,0,0,0
614,Take Care,Drake,0.629,0.515,-10.357999999999999,0,0.265,0.0267,1.22e-05,0.0888,0.299,122,277387,0,0,0,0,0,0,0,0,0,0,0,0,0
615,It Will Rain,Bruno Mars,0.5760000000000001,0.835,-6.8260000000000005,1,0.0486,0.337,0.0,0.08199999999999999,0.47600000000000003,150,257720,0,0,0,1,0,0,0,0,0,0,0,0,0
616,Mercy,Kanye West,0.563,0.496,-9.381,0,0.406,0.0685,5.7999999999999994e-05,0.17300000000000001,0.426,140,329320,0,0,0,0,0,0,0,1,0,0,0,0,0
617,Boyfriend,Justin Bieber,0.7170000000000001,0.55,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,97,171333,0,0,0,0,0,0,0,0,0,0,0,1,0
618,Part Of Me,Katy Perry,0.6779999999999999,0.9179999999999999,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130,216160,0,0,0,0,0,0,1,0,0,0,0,0,0
619,Turn Me On ,David Guetta,0.705,0.794,-2.266,1,0.0593,0.0488,0.0,0.575,0.41200000000000003,128,199680,0,0,0,0,0,0,0,0,0,1,0,0,0
620,As Long As You Love Me,Justin Bieber,0.5710000000000001,0.873,-3.3819999999999997,0,0.1,0.0811,0.0,0.361,0.613,140,229467,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Moves Like Jagger ,Maroon 5,0.722,0.758,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128,201160,0,0,0,0,0,0,0,0,0,0,0,0,1
622,Blow Me ,P!nk,0.597,0.919,-2.9539999999999997,1,0.044000000000000004,0.000145,0.0,0.282,0.73,114,255587,0,0,0,0,0,0,0,0,1,0,0,0,0
623,Good Time,Owl City,0.56,0.872,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126,205933,0,0,0,0,1,0,0,0,0,0,0,0,0
624,Give Your Heart a Break,Demi Lovato,0.6509999999999999,0.695,-3.218,1,0.0487,0.23,0.0,0.14400000000000002,0.569,123,205347,0,0,0,0,0,0,0,1,0,0,0,0,0
625,Ni**as In Paris,JAY-Z,0.789,0.858,-5.542000000000001,1,0.311,0.127,0.0,0.349,0.775,140,219333,0,0,1,0,0,0,0,0,0,0,0,0,0
626,The One That Got Away,Katy Perry,0.687,0.792,-4.023,0,0.0353,0.000802,0.0,0.2,0.8640000000000001,134,227333,0,0,1,0,0,0,0,0,0,0,0,0,0
627,Scream,Usher,0.616,0.862,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,128,234693,0,0,0,0,0,0,0,0,1,0,0,0,0
628,Rack City,Tyga,0.929,0.33899999999999997,-10.880999999999998,1,0.371,0.0373,1.9600000000000002e-05,0.187,0.273,99,203200,0,0,1,0,0,0,0,0,0,0,0,0,0
629,Gangnam Style ,PSY,0.727,0.937,-2.8710000000000004,0,0.28600000000000003,0.00417,0.0,0.091,0.7490000000000001,132,219493,0,0,0,0,0,0,0,0,0,0,0,0,1
630,Wanted,Hunter Hayes,0.42100000000000004,0.47600000000000003,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,170,228840,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Drunk On You,Luke Bryan,0.5579999999999999,0.872,-4.401,1,0.0449,0.17800000000000002,0.0,0.17300000000000001,0.47200000000000003,144,213547,0,0,0,0,0,0,0,0,0,0,1,0,0
632,Springsteen,Eric Church,0.6920000000000001,0.809,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104,263387,0,0,0,1,0,0,0,0,0,0,0,0,0
633,Work Out,J. Cole,0.831,0.42700000000000005,-6.903,1,0.106,0.0531,0.0,0.307,0.21600000000000003,93,235320,0,0,0,1,0,0,0,0,0,0,0,0,0
634,Climax,Usher,0.647,0.478,-8.837,1,0.0782,0.547,2.6899999999999997e-05,0.156,0.33299999999999996,136,232907,0,0,0,0,0,0,0,0,0,1,0,0,0
635,Let Me Love You ,Ne-Yo,0.6579999999999999,0.677,-6.627999999999999,1,0.0393,0.248,0.0,0.368,0.248,125,251627,0,0,0,0,0,0,1,0,0,0,0,0,0
636,Low Life ,Future,0.722,0.331,-7.789,1,0.0725,0.337,0.28300000000000003,0.146,0.102,144,313547,0,0,0,0,0,0,0,0,0,1,0,0,0
637,Never Be Like You,Flume,0.444,0.557,-5.476,1,0.0602,0.45299999999999996,0.0,0.152,0.29600000000000004,115,234910,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Thrift Shop ,Macklemore & Ryan Lewis,0.7809999999999999,0.526,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,95,235613,0,0,0,0,0,0,0,1,0,0,0,0,0
639,Hall of Fame ,The Script,0.42100000000000004,0.873,-4.343,1,0.0565,0.0653,0.0,0.12300000000000001,0.63,85,202533,0,0,0,0,0,0,0,0,0,0,0,1,0
640,Twerk It Like Miley,Brandon Beal,0.621,0.41,-7.806,1,0.386,0.19899999999999998,0.0,0.11,0.337,68,200280,0,0,0,0,0,0,0,0,0,0,0,0,1
641,Budapest,George Ezra,0.7170000000000001,0.455,-8.302999999999999,1,0.0276,0.0846,0.0,0.11,0.389,128,200733,0,0,0,0,0,0,1,0,0,0,0,0,0
642,Good For You,Selena Gomez,0.607,0.6729999999999999,-6.484,0,0.0611,0.18100000000000002,0.0,0.069,0.215,89,221280,0,0,0,0,0,0,1,0,0,0,0,0,0
643,Just Give Me a Reason ,P!nk,0.778,0.547,-7.273,1,0.0489,0.34600000000000003,0.000302,0.132,0.441,95,242733,0,0,0,1,0,0,0,0,0,0,0,0,0
644,Grenade,Bruno Mars,0.706,0.5579999999999999,-7.237,0,0.0593,0.146,0.0,0.11800000000000001,0.22699999999999998,110,223253,0,0,0,1,0,0,0,0,0,0,0,0,0
645,Roar,Katy Perry,0.5539999999999999,0.772,-4.821000000000001,0,0.0418,0.00487,6.6e-06,0.354,0.455,180,223546,0,0,0,0,0,0,0,0,1,0,0,0,0
646,Story of My Life,One Direction,0.6,0.6629999999999999,-5.8020000000000005,1,0.0477,0.225,0.0,0.11900000000000001,0.28600000000000003,121,245493,0,0,0,0,1,0,0,0,0,0,0,0,0
647,I Need Your Love ,Shaggy,0.529,0.794,-3.903,1,0.16399999999999998,0.122,0.0,0.11699999999999999,0.5429999999999999,120,216667,0,0,0,0,0,0,1,0,0,0,0,0,0
648,Nasty Freestyle,T-Wayne,0.779,0.47200000000000003,-7.1160000000000005,1,0.218,0.0577,0.0,0.114,0.41200000000000003,135,142212,0,0,0,0,0,0,0,0,0,0,0,0,1
649,Watch Me ,Silentó,0.821,0.759,-8.541,1,0.121,0.247,0.0,0.321,0.9620000000000001,140,185143,0,0,0,0,0,0,0,0,0,1,0,0,0
650,Be Real,Kid Ink,0.762,0.611,-5.462000000000001,0,0.0876,0.122,0.000315,0.141,0.386,100,206760,0,0,0,0,0,0,0,0,0,0,1,0,0
651,679 ,Fetty Wap,0.618,0.7170000000000001,-5.7379999999999995,1,0.318,0.00256,0.0,0.625,0.603,190,196693,0,0,0,0,0,0,0,0,1,0,0,0,0
652,Cheyenne,Jason Derulo,0.5539999999999999,0.768,-5.812,0,0.127,0.0126,7.13e-06,0.122,0.324,100,215107,0,0,0,0,0,0,0,1,0,0,0,0,0
653,Ex's & Oh's,Elle King,0.612,0.9209999999999999,-2.8789999999999996,1,0.0848,0.0183,0.0,0.0576,0.45299999999999996,140,202173,0,0,0,0,0,0,0,0,1,0,0,0,0
654,Umbrella,Rihanna,0.583,0.8290000000000001,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174,275987,0,0,1,0,0,0,0,0,0,0,0,0,0
655,LIKE I WOULD,ZAYN,0.565,0.8320000000000001,-5.732,0,0.114,0.0247,0.0,0.26,0.233,113,192133,0,0,0,0,0,0,0,0,0,0,0,1,0
656,Don't Let Me Down ,The Chainsmokers,0.63,0.9279999999999999,-2.787,0,0.0331,0.19899999999999998,0.124,0.14800000000000002,0.465,124,222160,0,0,0,0,0,0,0,0,0,0,1,0,0
657,This Is What You Came For ,Calvin Harris,0.502,0.777,-4.627,1,0.0934,0.11699999999999999,2.91e-06,0.0957,0.35600000000000004,174,242069,0,0,1,0,0,0,0,0,0,0,0,0,0
658,Mind ,Jack Ü,0.716,0.972,-2.302,1,0.196,0.0145,3.2200000000000003e-05,0.317,0.5760000000000001,110,215253,0,0,0,0,0,0,0,0,1,0,0,0,0
659,Bangarang ,Skrillex,0.72,0.861,-4.3389999999999995,1,0.209,0.26899999999999996,5.11e-06,0.601,0.669,127,200013,0,0,0,0,0,0,0,0,0,0,0,0,1
660,Super Bass,Nicki Minaj,0.669,0.78,-4.287,0,0.053,0.0265,1.63e-06,0.14300000000000002,0.738,140,212333,0,0,0,0,0,0,0,0,1,0,0,0,0
661,Applause,Lady Gaga,0.6709999999999999,0.9390000000000001,-3.2060000000000004,1,0.161,0.192,0.0,0.298,0.529,129,252307,0,0,0,0,0,0,0,0,0,1,0,0,0
662,Give Me Everything ,Pitbull,0.638,0.826,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124,227880,0,0,0,0,0,0,0,0,0,1,0,0,0
663,Firework,Katy Perry,0.659,0.9109999999999999,-2.28,1,0.0786,0.154,0.000304,0.191,0.5760000000000001,92,169866,0,0,0,0,0,1,0,0,0,0,0,0,0
664,Boom Clap,Charli XCX,0.504,0.785,-4.802,1,0.10400000000000001,0.0738,0.0,0.239,0.502,174,210840,0,0,0,0,0,0,0,0,0,1,0,0,0
665,Heart Attack,Demi Lovato,0.736,0.8170000000000001,-4.9,1,0.0407,0.00987,0.0016699999999999998,0.11699999999999999,0.653,120,204760,0,0,0,0,0,0,0,0,0,1,0,0,0
666,We R Who We R,Kesha,0.762,0.748,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110,199027,0,0,0,0,0,0,0,0,0,0,0,0,0
667,In My Head,Jason Derulo,0.6940000000000001,0.8909999999999999,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,98,214573,0,0,0,0,0,0,0,0,0,0,1,0,0
668,Want U Back,Cher Lloyd,0.53,0.42200000000000004,-6.2620000000000005,1,0.0342,0.40700000000000003,0.0,0.107,0.349,120,221360,0,0,0,0,0,0,1,0,0,0,0,0,0
669,Wrecking Ball,Miley Cyrus,0.602,0.843,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128,227987,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Beauty And A Beat,Justin Bieber,0.722,0.821,-3.8560000000000003,0,0.165,0.073,0.0,0.631,0.721,128,210293,0,0,1,0,0,0,0,0,0,0,0,0,0
671,Slow Down,Selena Gomez,0.7909999999999999,0.754,-3.7289999999999996,1,0.0569,0.00446,0.0,0.163,0.425,125,234653,0,0,0,0,0,0,0,0,0,0,0,0,0
672,California Gurls ,Katy Perry,0.629,0.8240000000000001,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128,247960,0,0,0,0,0,0,0,0,0,0,1,0,0
673,Work Bitch,Britney Spears,0.696,0.9209999999999999,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.7140000000000001,119,294573,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Classic,MKTO,0.72,0.7909999999999999,-4.689,1,0.124,0.0384,0.0,0.157,0.7559999999999999,102,175427,0,0,1,0,0,0,0,0,0,0,0,0,0
675,C'Mon,Kesha,0.631,0.8190000000000001,-4.24,1,0.122,0.0767,0.0,0.1,0.733,126,233173,0,0,0,0,0,0,0,0,0,0,1,0,0
676,Neon Lights,Demi Lovato,0.664,0.872,-3.117,1,0.0396,0.0306,0.0,0.228,0.555,130,210093,0,0,0,0,1,0,0,0,0,0,0,0,0
677,Where Them Girls At ,David Guetta,0.69,0.636,-6.028,0,0.0457,0.0203,0.0,0.147,0.8,96,204285,0,0,0,0,0,0,0,0,0,0,1,0,0
678,This Is How We Do,Katy Perry,0.858,0.6779999999999999,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117,188453,0,0,1,0,0,0,0,0,0,0,0,0,0
679,Love You Like A Love Song,Selena Gomez & The Scene,0.58,0.846,-2.8760000000000003,0,0.0573,0.005370000000000001,6.62e-06,0.145,0.366,130,240000,0,0,0,0,0,0,0,0,0,0,1,0,0
680,I Want You To Know,Zedd,0.693,0.705,-5.747000000000001,1,0.0665,0.0228,0.0,0.20199999999999999,0.45,132,237947,0,0,0,0,0,0,0,0,0,1,0,0,0
681,Till the World Ends,Britney Spears,0.669,0.855,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120,227280,0,0,0,0,0,0,0,0,0,0,0,0,0
682,International Love ,Pitbull,0.706,0.728,-3.602,1,0.0852,0.12300000000000001,0.0,0.185,0.851,121,201600,0,0,0,0,0,0,0,0,1,0,0,0,0
683,Really Don't Care,Demi Lovato,0.818,0.67,-4.4510000000000005,0,0.0472,0.304,1.22e-06,0.0601,0.9390000000000001,120,235382,0,0,0,0,0,0,0,0,0,1,0,0,0
684,Sing,Ed Sheeran,0.654,0.83,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.5479999999999999,125,262200,0,0,0,0,0,0,0,0,0,0,0,1,0
685,Don't Stop The Music,Rihanna,0.491,0.857,-2.634,1,0.0656,0.0834,7.57e-06,0.344,0.395,130,222500,0,0,0,0,0,0,0,0,1,0,0,0,0
686,Red Lights,Tiësto,0.7190000000000001,0.7979999999999999,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120,227741,0,0,0,0,0,0,0,0,0,0,0,1,0
687,She Wolf ,David Guetta,0.816,0.813,-7.797999999999999,0,0.0664,0.0662,2.77e-06,0.602,0.436,128,307640,0,0,0,0,0,0,0,1,0,0,0,0,0
688,Teenage Dream,Katy Perry,0.6970000000000001,0.861,-4.388999999999999,0,0.14400000000000002,0.0048200000000000005,1.83e-06,0.41,0.703,127,228200,0,0,0,0,0,0,0,0,0,0,1,0,0
689,The Time ,Black Eyed Peas,0.584,0.89,-5.941,0,0.0343,0.047,0.8140000000000001,0.309,0.466,126,199907,0,0,1,0,0,0,0,0,0,0,0,0,0
690,We Run The Night,Havana Brown,0.581,0.772,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,128,320587,0,0,0,0,0,0,0,0,0,0,1,0,0
691,Levels ,Avicii,0.669,0.9390000000000001,-2.06,1,0.0427,0.0463,1.12e-06,0.335,0.264,128,209533,0,0,0,0,0,0,0,0,0,0,1,0,0
692,The Edge Of Glory,Lady Gaga,0.551,0.893,-2.628,1,0.0543,0.0016600000000000002,0.0,0.348,0.794,125,219987,0,0,0,0,0,0,0,0,1,0,0,0,0
693,I Can Only Imagine ,David Guetta,0.715,0.655,-6.425,1,0.13699999999999998,0.0525,0.0,0.115,0.531,95,207333,0,0,0,0,0,0,0,0,0,0,0,0,0
694,More,Usher,0.648,0.836,-3.3939999999999997,1,0.0316,0.0625,0.00995,0.20199999999999999,0.705,127,183560,0,0,0,0,0,0,0,0,0,1,0,0,0
695,"Young, Wild & Free ",Snoop Dogg,0.6679999999999999,0.64,-5.207999999999999,0,0.0888,0.049,0.0,0.0675,0.259,130,181627,0,0,0,0,1,0,0,0,0,0,0,0,0
696,Va Va Voom,Nicki Minaj,0.552,0.831,-5.2170000000000005,1,0.0298,0.0391,2.93e-06,0.0632,0.14400000000000002,130,204360,0,0,0,0,0,0,0,0,0,1,0,0,0
697,Right Now,Rihanna,0.6559999999999999,0.6920000000000001,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128,227560,0,0,1,0,0,0,0,0,0,0,0,0,0
698,This Is What It Feels Like,Armin van Buuren,0.495,0.894,-4.814,0,0.0441,0.004529999999999999,0.000596,0.10300000000000001,0.213,126,239894,0,0,0,1,0,0,0,0,0,0,0,0,0
699,The Night Is Still Young,Nicki Minaj,0.778,0.8009999999999999,-4.65,1,0.086,0.345,1.18e-06,0.0881,0.534,97,216573,0,0,0,0,0,0,0,0,0,0,1,0,0
700,Love Me Again,John Newman,0.479,0.545,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,75,252733,0,0,0,0,0,0,0,0,1,0,0,0,0
701,Do What U Want,Lady Gaga,0.7390000000000001,0.9259999999999999,-3.927,1,0.0725,0.00298,0.0,0.10800000000000001,0.718,116,247213,0,0,0,0,0,0,0,0,1,0,0,0,0
702,Let Her Go,Passenger,0.593,0.7809999999999999,-5.292000000000001,0,0.0547,0.000739,0.0,0.225,0.575,103,239853,0,0,0,0,0,0,0,0,0,1,0,0,0
703,Your Body,Christina Aguilera,0.7290000000000001,0.675,-5.292000000000001,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125,215200,0,0,0,0,0,0,1,0,0,0,0,0,0
704,The Nights,Avicii,0.49,0.7979999999999999,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149,198733,0,0,0,0,0,0,0,1,0,0,0,0,0
705,Take It Off,Kesha,0.6829999999999999,0.804,-6.5920000000000005,0,0.0849,0.0028899999999999998,0.0,0.0949,0.522,128,237107,0,0,0,0,0,0,0,0,0,0,1,0,0
706,Heartbeat Song,Kelly Clarkson,0.795,0.596,-3.799,0,0.21899999999999997,0.10300000000000001,0.0,0.16399999999999998,0.35700000000000004,102,326280,0,0,0,0,0,0,0,0,0,0,0,0,1
707,Live My Life,Far East Movement,0.845,0.601,-5.2829999999999995,1,0.161,0.0205,0.0,0.385,0.32899999999999996,74,242013,0,0,1,0,0,0,0,0,0,0,0,0,0
708,Suit & Tie,Justin Timberlake,0.478,0.836,-4.931,0,0.0438,0.0146,1.45e-06,0.39799999999999996,0.0558,130,225231,0,0,1,0,0,0,0,0,0,0,0,0,0
709,Bottoms Up ,Trey Songz,0.664,0.7140000000000001,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,102,197933,0,0,0,0,0,0,0,0,1,0,0,0,0
710,Beautiful Creature ,Ana Criado,0.55,0.6890000000000001,-7.76,0,0.094,0.0498,0.0,0.207,0.408,100,224487,0,0,0,0,1,0,0,0,0,0,0,0,0
711,CAN'T STOP THE FEELING! ,Justin Timberlake,0.705,0.882,-3.201,0,0.0445,0.00036899999999999997,1.16e-06,0.0934,0.7,130,241667,0,0,0,0,0,0,0,0,0,0,0,0,1
712,I Took A Pill In Ibiza ,Mike Posner,0.596,0.738,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,128,217347,0,0,0,0,0,0,0,0,0,1,0,0,0
713,Raging ,Kygo,0.792,0.856,-5.236000000000001,0,0.067,0.0159,2.88e-06,0.0981,0.7140000000000001,128,237267,0,0,0,0,0,0,0,0,0,0,0,0,1
714,Yeah 3x,Chris Brown,0.622,0.8079999999999999,-4.7010000000000005,1,0.0418,0.00543,5.629999999999999e-05,0.215,0.599,122,204773,0,0,0,0,0,0,1,0,0,0,0,0,0
715,Stay The Night ,Zedd,0.765,0.765,-2.7319999999999998,0,0.0585,0.00765,3.82e-06,0.0527,0.8859999999999999,120,227147,0,0,1,0,0,0,0,0,0,0,0,0,0
716,Dance Again,Jennifer Lopez,0.7190000000000001,0.674,-5.122000000000001,1,0.0681,0.0879,3.75e-06,0.11199999999999999,0.843,126,215042,0,0,0,0,0,0,0,0,0,0,0,0,1
717,I Really Like You,Carly Rae Jepsen,0.696,0.546,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130,210267,0,0,0,0,0,0,1,0,0,0,0,0,0
718,Brokenhearted,Karmin,0.772,0.65,-5.202000000000001,0,0.0306,0.107,1.13e-06,0.0905,0.262,125,222200,0,0,0,0,0,0,0,1,0,0,0,0,0
719,Birthday,Katy Perry,0.42200000000000004,0.264,-7.064,1,0.0322,0.922,0.0,0.132,0.331,120,269560,0,0,0,0,0,0,0,0,0,1,0,0,0
720,I Wanna Go,Britney Spears,0.645,0.877,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82,227027,0,0,0,0,0,0,1,0,0,0,0,0,0
721,La La La,Naughty Boy,0.66,0.867,-4.285,0,0.11599999999999999,0.11,0.0,0.0368,0.377,93,180480,0,0,0,0,0,0,0,1,0,0,0,0,0
722,The Way,Ariana Grande,0.825,0.8320000000000001,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122,220627,0,0,0,0,0,0,1,0,0,0,0,0,0
723,Airplanes ,B.o.B,0.7020000000000001,0.715,-5.377000000000001,0,0.0425,0.503,2.44e-05,0.126,0.863,127,200013,0,0,0,0,0,0,1,0,0,0,0,0,0
724,E.T.,Katy Perry,0.763,0.653,-5.05,0,0.149,0.008759999999999999,5.46e-06,0.0854,0.47700000000000004,130,240907,0,0,0,0,0,0,1,0,0,0,0,0,0
725,Telephone,Lady Gaga,0.595,0.9129999999999999,-3.428,0,0.0884,0.0435,0.0,0.259,0.762,128,234453,0,0,0,0,0,0,0,0,0,0,0,1,0
726,You Da One,Rihanna,0.586,0.727,-4.7989999999999995,1,0.039,0.00247,0.0107,0.152,0.496,125,233347,0,0,0,0,0,0,0,1,0,0,0,0,0
727,A Little Party Never Killed Nobody ,Fergie,0.6559999999999999,0.884,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105,237987,0,0,0,1,0,0,0,0,0,0,0,0,0
728,Hey Baby ,Pitbull,0.688,0.853,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,104,268320,0,0,0,0,0,0,0,0,0,0,0,1,0
729,You Make Me,Avicii,0.733,0.899,-4.237,1,0.14300000000000002,0.00496,4.72e-05,0.37200000000000005,0.76,127,236093,0,0,0,0,0,0,0,0,0,0,0,0,0
730,It's Time,Imagine Dragons,0.762,0.6920000000000001,-3.9730000000000003,0,0.0438,0.113,0.0,0.094,0.397,115,208307,0,0,0,0,0,0,1,0,0,0,0,0,0
731,Nothin' on You ,B.o.B,0.602,0.9229999999999999,-3.763,1,0.044000000000000004,0.0098,0.0,0.0561,0.765,136,216013,0,0,0,0,0,0,1,0,0,0,0,0,0
732,Run the World ,Beyoncé,0.703,0.867,-4.292,1,0.0453,0.107,0.0,0.11900000000000001,0.546,128,213708,0,0,0,0,0,0,0,1,0,0,0,0,0
733,Paparazzi,Lady Gaga,0.494,0.951,-4.237,1,0.132,0.0005690000000000001,0.0,0.327,0.441,160,202496,0,0,0,0,0,0,0,0,0,0,1,0,0
734,Still into You,Paramore,0.6759999999999999,0.695,-8.327,1,0.245,0.35200000000000004,0.0,0.11900000000000001,0.14400000000000002,90,303813,0,0,0,0,0,0,0,0,0,0,0,0,0
735,The Fox ,Ylvis,0.69,0.8340000000000001,-5.79,1,0.0566,0.129,0.0,0.136,0.738,127,222933,0,0,0,0,0,0,0,0,0,0,0,0,0
736,She Looks So Perfect,5 Seconds of Summer,0.392,0.8390000000000001,-1.921,1,0.193,0.158,0.0,0.3,0.23199999999999998,168,238693,0,0,0,0,0,0,0,0,1,0,0,0,0
737,Lighters,Bad Meets Evil,0.4,0.915,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,89,198773,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Fuck You,CeeLo Green,0.6459999999999999,0.77,-6.596,0,0.226,0.00249,0.0,0.0715,0.6809999999999999,99,236133,0,0,0,1,0,0,0,0,0,0,0,0,0
739,Coming Home,Diddy - Dirty Money,0.557,0.8140000000000001,-4.468999999999999,0,0.0872,0.0114,7.97e-05,0.345,0.616,128,234053,0,0,0,0,0,0,0,0,0,0,0,1,0
740,Danza Kuduro,Don Omar,0.34700000000000003,0.772,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192,191412,0,0,0,0,0,0,1,0,0,0,0,0,0
741,Crazy In Love ,Beyoncé,0.452,0.794,-5.151,1,0.0483,0.0111,0.00182,0.41600000000000004,0.282,138,196664,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Breathing,Jason Derulo,0.589,0.621,-6.902,0,0.0468,0.00969,0.0010400000000000001,0.18100000000000002,0.401,140,323480,0,0,0,0,0,0,1,0,0,0,0,0,0
743,Shot Me Down ,David Guetta,0.644,0.945,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91,219560,0,0,0,0,0,0,0,0,1,0,0,0,0
744,Harlem Shake,Baauer,0.674,0.81,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,95,196867,0,0,0,0,0,0,0,0,1,0,0,0,0
745,Drunk in Love ,Beyoncé,0.6890000000000001,0.816,-3.951,0,0.17800000000000002,0.0188,2.42e-06,0.18100000000000002,0.7759999999999999,128,244547,0,0,0,0,1,0,0,0,0,0,0,0,0
746,Written in the Stars ,Tinie Tempah,0.752,0.872,-4.186,1,0.11699999999999999,0.12,0.0,0.23399999999999999,0.677,124,195960,0,0,0,0,0,0,0,1,0,0,0,0,0
747,Next To Me,Emeli Sandé,0.634,0.69,-7.803999999999999,1,0.052000000000000005,0.0771,0.0,0.132,0.645,95,253307,0,0,0,0,0,0,0,1,0,0,0,0,0
748,All Around The World,Justin Bieber,0.486,0.652,-7.226,0,0.052000000000000005,0.408,6.63e-05,0.077,0.391,113,273684,0,0,0,0,0,0,0,0,0,0,0,0,1
749,Turn Up The Love,Far East Movement,0.8340000000000001,0.831,-6.061,0,0.0745,0.00799,0.0,0.217,0.7879999999999999,103,163960,0,0,0,0,0,0,0,0,1,0,0,0,0
